neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
4,2,0,240,2,47,8,25
11,75,0,100,2,49,1,316
11,4,0,130,5,6,1,279
4,2,0,155,2,54,8,41
4,2,1,59,1,35,3,272
1,134,1,30,5,27,1,38
1,32,0,47,61,4,2,251
4,119,1,45,4,10,1,0
5,80,0,60,10,11,3,0
11,11,1,50,3,4,1,0
4,100,0,139,3,46,6,130
10,110,1,25,3,67,1,10
1,134,0,98,2,83,12,322
0,79,1,40,2,62,1,0
5,80,1,33,6,22,2,142
6,14,1,34,2,13,1,66
6,94,0,25,2,68,1,112
4,73,0,85,2,49,8,329
4,73,1,34,3,41,1,129
8,37,0,85,1,61,1,322
10,110,1,50,1,6,2,0
5,80,1,39,1,5,1,351
5,59,0,55,2,73,12,237
1,135,0,45,2,17,1,0
4,18,0,69,3,102,9,66
4,74,0,99,3,3,2,0
1,134,0,98,2,69,12,331
1,134,0,98,2,50,12,314
1,32,0,80,3,10,1,63
6,122,0,95,3,8,1,126
1,118,0,69,20,19,1,344
4,74,1,45,1,3,2,0
5,101,1,49,4,1,2,0
5,105,1,25,2,54,1,41
6,98,0,93,2,8,3,0
4,74,0,66,6,11,1,8
4,17,1,24,3,22,1,5
11,84,1,32,2,43,1,34
1,30,1,20,2,3,1,0
0,120,1,30,5,14,1,285
5,102,1,26,1,2,2,0
4,2,0,214,2,45,9,37
4,2,0,214,2,44,9,37
6,94,1,31,2,27,1,140
6,90,0,59,5,8,2,352
4,2,0,214,2,36,9,37
0,39,1,35,3,23,1,0
1,30,1,34,2,13,1,19
1,52,1,25,5,4,1,0
4,2,0,151,2,42,9,43
5,101,1,23,4,50,1,11
1,135,1,67,3,28,1,54
1,32,1,35,3,10,2,29
6,98,1,35,2,48,1,166
5,80,1,29,2,24,2,31
1,115,1,52,2,5,2,11
1,115,0,90,3,1,1,0
10,33,0,100,4,5,1,0
1,134,0,114,2,23,1,80
6,98,0,39,4,15,1,2
10,111,0,45,5,19,1,56
4,73,0,40,1,21,1,10
6,95,1,28,2,8,1,0
4,2,0,151,2,41,9,37
4,2,0,89,2,32,9,53
1,30,1,29,4,1,1,0
4,2,0,125,4,32,1,8
5,102,0,69,2,25,1,83
10,110,0,37,30,4,1,0
1,32,1,37,3,22,1,0
0,108,1,60,2,2,1,358
4,121,0,35,7,4,1,0
4,119,1,23,6,5,1,0
2,7,1,28,1,44,1,7
11,11,1,25,2,3,1,0
6,97,0,48,2,22,1,0
6,97,0,120,3,5,6,106
6,94,0,60,2,16,1,11
0,27,0,65,5,7,1,349
1,118,1,27,1,168,1,131
5,102,1,35,1,25,1,17
2,76,1,20,2,1,1,0
1,134,0,39,7,22,1,0
4,74,1,21,1,147,1,300
4,121,1,40,5,6,2,0
5,102,0,95,2,16,1,33
5,102,1,35,1,20,1,0
4,121,0,35,5,2,1,0
5,80,1,17,27,2,1,0
10,117,1,50,2,9,1,279
4,92,0,25,2,6,1,0
6,90,0,30,7,12,2,1
10,110,1,30,7,1,1,0
0,51,0,150,3,17,1,177
4,18,0,68,1,84,1,19
9,26,0,39,2,3,1,0
4,17,1,34,3,28,3,0
5,80,1,59,2,15,3,283
10,111,0,85,2,84,1,272
3,56,1,27,2,29,1,195
1,118,1,32,2,4,1,0
6,98,1,77,20,6,2,142
5,101,1,25,8,7,1,128
5,105,1,40,1,2,1,0
4,73,0,179,1,41,4,164
10,117,0,65,4,7,1,0
1,134,0,98,2,62,12,337
6,95,0,59,2,24,1,62
1,118,1,20,2,11,1,0
11,99,0,72,2,11,2,321
1,53,1,67,1,18,1,85
1,135,0,34,6,10,1,0
4,73,0,33,60,4,16,204
4,18,0,45,3,2,1,0
6,98,1,100,4,10,1,322
10,111,1,35,2,91,2,340
1,134,1,47,2,53,1,35
1,118,0,100,15,2,1,0
5,102,1,27,2,3,1,0
4,74,0,120,1,1,2,362
1,52,0,55,2,2,3,0
10,33,1,60,2,7,1,0
4,74,1,58,1,14,1,335
1,32,0,65,2,8,1,126
4,121,0,150,2,5,1,0
5,80,1,40,6,25,1,0
5,80,1,22,2,4,1,0
4,74,1,20,2,2,1,0
1,134,1,19,4,6,3,0
6,95,0,65,3,3,1,0
9,1,1,50,3,4,2,179
10,110,1,72,5,12,2,89
10,110,1,52,5,12,2,83
4,100,0,130,1,139,2,236
5,105,0,129,2,8,1,0
4,100,0,99,3,23,6,158
0,57,0,93,59,8,2,130
2,7,1,27,2,5,1,0
5,80,0,55,2,3,1,159
5,102,0,45,3,12,1,0
7,64,1,39,2,3,2,63
1,30,0,100,5,2,1,0
0,51,0,91,1,38,1,323
1,32,1,35,1,3,1,0
11,40,1,20,3,6,1,0
4,2,1,55,3,15,1,69
0,51,1,30,1,25,1,0
6,98,1,65,2,18,1,53
10,111,0,80,5,7,1,0
4,18,0,50,3,2,1,0
6,98,0,110,2,11,1,0
4,121,0,30,1,9,1,0
4,74,1,49,2,6,2,85
5,102,1,200,3,1,1,89
5,101,1,60,3,5,1,0
0,89,1,33,1,23,4,164
1,53,1,35,2,85,1,4
1,115,1,28,1,5,1,0
2,29,0,500,1,26,1,0
2,34,1,50,2,12,1,362
4,92,1,25,1,28,2,338
0,72,1,30,1,67,1,164
1,118,0,69,1,1,3,0
1,32,1,23,1,13,1,311
1,53,1,25,4,3,1,0
1,118,1,40,2,74,1,320
1,118,1,26,2,1,1,0
5,59,1,160,1,40,1,331
10,117,1,23,1,1,1,0
4,74,1,45,2,43,1,56
4,121,0,39,60,4,1,204
1,30,1,75,3,11,2,36
1,30,1,42,4,3,1,0
5,80,0,79,4,33,9,77
4,2,0,279,2,38,5,334
4,2,1,27,1,2,1,0
1,52,1,59,3,2,1,0
4,2,0,119,1,68,9,152
1,134,1,42,3,9,2,0
6,94,0,54,3,98,2,5
2,7,0,57,2,8,1,0
2,7,1,30,2,4,1,310
5,102,1,27,3,10,1,0
4,100,0,99,2,21,6,154
5,80,0,45,2,16,1,0
11,0,1,50,4,1,2,0
4,18,0,39,28,1,1,0
5,105,0,129,2,110,9,251
6,14,1,17,1,8,1,94
6,95,0,50,3,15,1,0
1,118,1,40,1,41,1,31
1,52,1,33,1,1,1,0
7,125,1,21,2,68,3,109
4,2,0,130,4,29,1,0
0,106,1,30,1,115,7,349
1,118,0,100,5,15,2,0
4,2,0,89,2,28,9,52
1,53,1,40,1,3,1,0
4,121,0,40,3,13,1,0
6,96,1,35,3,14,1,0
4,2,0,89,2,27,9,57
2,35,1,20,12,6,1,0
1,32,0,55,14,1,1,0
4,2,0,196,2,17,9,50
11,4,1,35,3,9,1,362
9,107,1,50,1,9,1,75
1,118,0,100,4,1,1,0
4,2,0,100,2,45,8,53
11,84,1,20,2,67,1,22
0,120,0,49,3,57,1,320
0,120,0,145,2,19,7,24
4,85,0,29,2,51,1,17
4,121,1,35,2,3,1,4
11,11,1,25,3,7,1,0
10,68,0,169,7,27,2,251
0,120,0,145,2,10,7,57
4,18,0,70,2,5,1,0
5,80,1,14,1,1,1,332
10,33,1,20,20,2,1,0
2,7,1,50,2,11,1,0
1,118,1,49,1,33,2,22
1,118,1,40,1,4,1,0
3,12,0,120,2,9,1,279
0,130,0,60,2,14,1,0
0,42,1,34,2,39,1,162
4,100,0,109,3,48,6,143
1,30,0,60,4,29,1,49
5,80,1,17,4,21,1,2
10,33,1,33,3,68,1,48
6,98,1,50,1,8,2,309
6,98,1,35,1,4,2,259
1,30,1,40,1,19,1,279
6,98,0,9,95,26,1,0
1,32,1,40,3,3,1,0
5,102,1,35,1,41,1,0
1,32,1,55,5,6,1,5
7,86,1,20,3,76,1,40
1,30,0,70,4,2,1,347
1,118,1,39,4,4,1,0
4,2,0,50,5,22,1,48
4,73,1,70,2,15,1,0
1,53,1,20,7,3,1,0
1,53,1,50,4,1,1,0
10,117,0,79,30,1,26,303
2,7,1,28,2,69,2,147
6,98,0,99,1,8,1,6
9,132,0,80,1,89,2,61
0,120,0,145,2,4,7,27
0,120,0,145,2,1,7,51
1,118,0,50,10,2,1,0
10,110,0,37,1,6,13,184
0,120,0,240,2,21,7,20
0,42,1,20,1,1,1,0
4,92,0,36,6,3,1,279
4,2,0,170,3,31,1,92
5,105,0,40,7,11,1,13
1,118,0,125,2,5,2,153
10,111,0,78,5,3,1,40
4,73,1,14,14,2,1,0
9,132,1,32,1,28,1,162
1,115,1,30,4,15,1,0
2,7,1,32,2,64,2,56
1,118,1,70,4,3,1,0
4,2,0,98,3,14,1,338
1,118,0,51,4,77,4,16
10,110,1,37,1,41,1,75
9,107,0,25,60,3,7,59
6,122,1,40,3,4,1,177
4,73,1,24,3,8,2,0
1,118,1,65,3,1,2,0
6,123,0,70,2,14,1,0
5,80,0,56,3,3,1,0
6,94,1,25,2,4,2,0
4,119,1,40,2,61,1,235
4,73,1,20,6,1,2,0
5,80,1,55,3,1,1,0
2,76,1,20,3,8,1,0
9,116,1,25,1,72,1,351
4,121,1,25,3,21,1,0
1,32,0,85,3,4,1,0
5,103,1,27,2,25,1,52
1,118,0,50,2,17,1,4
6,96,0,72,1,78,2,325
5,80,1,30,7,11,1,0
0,27,0,100,1,7,1,0
4,85,0,50,2,14,1,310
1,32,1,17,3,45,1,0
4,74,1,18,4,2,1,0
4,2,0,280,2,4,3,17
1,53,0,110,14,17,1,48
6,97,1,44,2,11,1,0
10,111,1,25,3,9,1,0
5,105,0,157,3,93,1,52
10,110,0,90,3,12,1,170
4,17,0,90,2,2,1,0
1,118,1,48,4,22,1,46
0,27,0,189,2,13,5,330
4,73,0,76,4,6,2,0
1,118,1,28,1,4,1,0
4,92,1,40,1,6,1,0
1,53,0,85,3,1,1,0
6,49,1,68,7,4,1,15
1,134,0,98,2,59,12,332
1,134,0,89,2,36,12,310
5,80,1,30,3,7,2,45
6,94,1,44,1,20,1,0
1,118,1,20,2,11,2,0
1,118,1,59,2,14,1,0
6,98,0,160,7,1,1,149
1,118,1,22,7,1,2,0
6,95,1,30,2,5,1,0
4,85,1,39,2,61,1,0
9,132,1,50,2,38,1,74
1,118,1,39,1,5,2,22
4,73,0,90,2,50,8,286
10,111,0,45,3,18,2,0
5,80,1,18,1,3,1,0
5,102,1,25,1,1,1,0
6,98,1,20,1,15,1,0
1,30,1,45,2,102,1,10
5,16,0,85,1,16,1,125
5,101,1,60,2,22,1,0
3,12,1,18,1,40,1,0
1,134,0,98,2,78,12,300
5,101,1,45,2,10,1,0
5,102,1,35,2,11,1,2
7,125,1,21,2,77,3,134
4,18,1,60,2,42,1,35
2,104,0,55,2,59,1,65
1,134,1,39,1,2,1,84
5,101,0,40,2,2,1,0
1,30,1,32,3,10,1,0
6,94,0,300,2,86,1,222
1,118,1,50,1,3,2,0
1,118,0,57,5,3,1,0
5,102,1,21,4,2,1,0
10,33,0,51,60,26,4,37
5,101,1,70,2,14,1,0
5,102,0,40,3,2,1,13
5,80,1,58,2,4,3,0
6,98,0,75,30,10,1,199
0,106,0,120,3,4,1,0
1,118,1,40,2,32,1,10
1,52,0,67,3,6,1,21
0,51,0,93,2,12,1,7
8,131,0,30,30,2,19,347
1,135,1,68,2,35,2,0
6,49,0,42,6,2,1,4
4,2,0,100,7,4,1,1
5,101,0,59,5,17,1,0
1,118,1,30,2,6,1,0
5,102,0,55,3,24,1,6
3,71,0,200,3,9,17,164
7,86,1,26,1,32,2,365
1,32,1,29,4,25,1,91
10,110,1,50,2,4,1,0
4,121,2,29,2,5,2,17
5,101,1,30,2,2,1,0
5,105,1,60,7,20,1,0
1,135,1,12,7,1,1,0
6,96,1,22,3,18,1,0
2,7,1,14,15,6,1,102
5,105,1,27,1,15,1,0
4,18,0,1000,30,5,3,90
5,105,0,30,6,1,1,0
10,33,1,32,2,47,1,77
5,102,1,23,3,2,1,0
0,27,1,50,1,31,1,360
1,32,1,25,2,5,2,0
1,30,0,130,3,8,4,296
5,101,1,20,3,1,1,0
6,97,1,28,7,1,1,0
1,118,1,34,2,2,1,0
5,80,0,80,4,39,1,295
5,59,0,65,3,37,1,17
4,73,1,22,3,9,1,0
6,96,0,59,4,6,1,0
4,74,1,24,3,41,1,6
4,2,1,33,5,7,1,0
6,95,0,110,2,4,1,0
1,30,1,20,3,12,1,12
4,2,0,96,2,52,1,33
1,135,0,40,4,11,2,0
11,11,1,22,4,3,1,234
0,51,0,199,2,16,5,211
5,80,1,45,2,8,2,89
1,134,1,40,4,2,1,0
1,135,1,65,15,4,1,9
0,106,1,25,3,2,1,0
5,80,1,37,3,4,1,0
6,95,1,30,4,8,4,0
6,97,1,39,1,13,1,87
1,30,1,45,3,17,1,25
5,80,0,49,3,4,1,0
10,110,1,65,1,43,2,69
6,91,1,60,25,4,4,341
1,32,0,85,3,17,1,24
6,94,1,36,21,3,19,318
1,115,1,59,20,3,19,364
10,110,1,50,1,6,1,0
6,94,0,75,3,2,1,0
0,57,0,46,1,8,1,0
4,73,0,170,30,12,16,358
5,101,1,35,2,5,1,0
1,30,1,40,1,1,1,0
1,30,1,39,2,24,1,0
4,121,1,35,3,93,1,6
1,32,1,70,60,2,1,88
4,17,1,25,5,2,1,0
6,90,1,35,1,3,1,0
5,102,1,39,3,14,1,0
5,16,1,16,1,2,1,0
5,80,1,45,3,3,3,0
4,18,0,95,2,91,1,47
1,32,0,50,2,5,1,0
5,102,1,23,5,7,1,0
10,111,1,35,2,9,1,54
1,118,1,40,2,4,2,0
4,121,1,30,2,1,1,129
1,115,1,26,3,10,1,0
1,32,1,25,1,11,1,0
4,121,1,25,2,1,1,0
1,30,0,43,4,16,1,3
2,104,1,22,1,23,2,18
1,30,0,54,2,39,1,34
6,122,0,80,3,1,1,0
1,115,1,25,5,18,3,0
6,95,1,40,5,11,1,40
4,121,2,29,2,2,2,18
6,95,0,60,3,50,19,318
4,18,0,60,2,5,1,0
6,96,1,49,2,4,1,4
10,68,1,29,2,30,1,0
1,135,0,75,2,21,1,0
4,18,1,35,5,3,1,147
0,72,1,25,2,5,1,0
6,95,0,52,5,5,2,0
1,118,1,35,1,10,1,0
1,118,1,30,2,19,1,352
6,94,0,63,2,3,1,0
5,102,1,32,4,15,1,4
1,53,0,75,1,7,1,313
4,92,1,35,2,16,1,89
4,121,1,17,3,1,1,0
0,72,0,75,1,53,2,353
5,101,1,30,2,27,1,279
6,96,0,65,3,119,1,96
4,121,0,49,2,6,1,0
1,32,1,42,3,20,1,21
5,105,1,60,2,19,1,224
6,98,0,72,3,2,1,0
6,95,1,68,2,12,1,0
7,128,0,150,3,5,1,177
5,102,0,60,2,24,1,5
1,32,0,33,1,5,1,0
5,102,1,22,3,4,2,0
5,101,1,26,1,104,2,332
6,95,1,36,2,31,1,77
5,105,1,40,2,9,1,35
5,105,0,59,2,113,2,23
2,29,1,27,3,5,2,0
4,2,0,100,2,4,1,310
5,101,0,45,3,6,1,0
10,111,1,30,5,17,2,2
4,2,0,85,3,33,1,1
5,102,1,30,2,20,1,0
1,30,0,129,3,11,1,14
1,32,0,45,14,1,1,0
6,91,0,77,5,3,1,0
7,127,0,26,90,1,7,0
5,105,1,35,1,3,1,0
6,94,1,20,7,1,1,0
0,72,0,40,2,40,3,55
2,76,0,89,5,6,1,9
1,53,1,32,2,55,1,0
5,102,1,20,2,2,1,0
5,22,1,34,3,17,1,0
4,17,1,63,4,24,1,2
1,30,1,43,2,102,1,60
6,122,1,20,5,1,1,0
4,121,0,149,5,1,2,0
6,98,1,85,5,3,1,40
1,135,1,74,2,26,2,3
10,110,1,35,3,18,1,0
0,89,1,29,1,6,1,0
5,101,1,49,2,24,1,17
4,121,1,20,2,14,1,0
10,117,1,49,2,61,1,59
1,118,1,25,3,15,1,0
4,2,1,95,1,139,7,302
1,118,1,19,4,5,3,0
4,92,1,45,1,3,2,70
4,73,1,29,2,10,3,4
6,97,0,124,60,8,1,363
2,7,1,20,1,7,1,0
6,98,1,28,9,8,1,35
0,57,1,92,1,8,1,0
1,30,0,118,5,6,1,0
2,34,0,30,4,46,1,54
4,2,1,48,3,15,1,36
10,111,1,40,5,29,1,7
11,4,0,65,3,8,1,0
10,68,1,25,3,2,1,0
5,80,1,35,5,14,2,60
1,32,0,48,4,9,1,0
5,80,0,65,3,3,1,26
6,98,1,60,4,59,1,3
1,32,1,75,3,28,1,52
1,52,0,60,2,16,1,1
0,120,0,99,2,68,5,27
1,134,1,50,2,15,1,9
6,49,0,200,1,26,1,81
10,110,0,39,3,1,1,0
10,117,0,33,4,9,1,0
4,18,1,35,1,1,1,0
4,74,0,62,2,11,6,274
6,95,0,42,1,59,45,102
6,95,0,42,1,50,45,149
6,95,0,42,1,33,45,139
6,95,0,42,1,41,45,130
6,95,0,42,1,31,45,162
6,95,0,42,1,38,45,128
6,95,0,37,1,29,45,121
6,95,0,42,1,43,45,127
6,95,0,42,1,60,45,121
6,95,0,42,1,32,45,142
4,92,0,60,4,4,1,0
4,74,0,63,2,16,6,289
5,101,0,50,3,6,1,0
10,111,1,30,2,5,1,29
1,30,0,55,2,34,17,353
4,121,1,35,3,25,1,4
5,102,1,18,5,5,1,0
5,105,1,40,2,2,1,0
1,115,1,48,1,75,1,54
4,74,1,195,2,18,1,365
6,49,1,30,5,3,1,8
4,119,0,265,2,40,1,87
6,122,1,40,2,13,1,70
1,32,1,20,2,8,1,0
1,32,1,20,7,3,1,66
9,1,1,23,3,4,1,0
4,2,0,99,7,2,2,358
6,112,0,123,5,6,1,0
0,129,1,20,10,2,1,0
5,102,1,39,6,6,2,3
4,74,1,18,3,4,1,0
6,95,0,42,1,43,45,159
4,18,1,40,2,2,5,0
5,105,0,89,6,1,1,16
1,30,0,60,60,3,2,237
4,121,0,55,3,2,1,0
1,52,1,55,3,9,1,144
5,102,1,28,3,12,1,0
4,73,1,30,2,16,2,0
1,115,1,39,15,1,19,364
4,17,1,35,25,5,19,305
6,94,1,95,3,3,1,165
3,12,1,70,3,18,1,4
1,135,1,35,2,8,1,52
1,52,0,100,3,59,1,314
1,118,1,30,2,13,1,20
5,101,0,63,4,105,2,233
2,54,0,75,12,1,1,362
4,100,0,85,2,64,1,154
4,2,0,180,2,16,5,154
5,80,1,40,3,48,1,64
5,102,1,30,3,8,1,0
5,102,0,28,7,4,1,4
10,110,1,40,1,85,1,327
1,134,1,30,1,18,2,1
1,135,0,45,1,16,1,0
4,92,1,17,4,93,1,0
1,32,1,25,2,28,1,0
4,121,1,35,2,6,2,206
4,17,0,135,5,2,1,0
1,115,0,80,3,11,1,28
10,110,1,55,2,21,2,69
5,101,0,65,21,5,1,0
11,60,0,38,1,3,1,65
1,32,1,40,3,7,1,0
1,118,1,35,2,27,1,70
6,94,1,29,1,3,1,247
9,133,0,299,1,9,1,134
4,18,1,79,2,91,1,19
1,32,1,25,2,45,2,36
1,118,1,45,2,2,2,0
6,98,1,29,13,4,1,0
4,2,1,44,1,3,1,0
10,111,1,30,1,88,1,321
7,86,0,35,2,43,1,0
1,135,0,60,3,29,1,14
6,98,0,35,1,8,1,0
10,110,0,60,5,10,1,63
9,26,0,120,6,2,2,35
6,98,1,50,2,29,1,152
10,33,1,40,14,30,2,112
5,80,0,45,1,6,1,0
4,18,0,95,1,10,3,304
4,92,1,23,5,1,1,0
5,105,0,80,3,7,1,35
4,17,0,70,62,1,3,36
1,30,1,17,1,6,1,0
5,102,1,23,4,18,1,0
4,18,0,100,3,54,12,40
0,106,0,125,2,27,1,0
5,80,1,25,2,17,2,0
6,95,0,63,1,30,45,135
6,95,0,63,1,36,45,153
6,95,0,63,1,46,45,146
6,95,0,85,1,51,45,132
5,80,1,19,3,2,2,0
4,18,1,35,3,17,1,1
1,30,0,80,4,3,1,0
11,50,1,33,1,36,1,45
4,92,1,25,1,3,1,0
6,49,0,65,1,11,2,0
6,95,0,49,6,5,1,0
6,122,1,18,2,6,2,0
4,74,1,50,1,34,1,45
4,73,0,99,3,50,1,45
0,120,1,25,1,30,4,330
5,105,0,36,6,3,1,0
6,94,0,75,2,38,4,314
5,102,1,30,1,10,1,33
5,103,1,21,4,31,1,246
1,30,1,25,4,4,1,0
6,97,1,26,1,111,1,97
6,98,0,44,1,4,2,0
4,85,0,80,3,3,2,0
0,106,1,35,1,74,7,354
0,57,0,60,2,109,1,271
4,74,2,33,1,4,2,174
0,106,1,37,1,56,7,352
4,121,1,21,2,7,1,0
4,2,0,95,3,41,1,189
1,30,1,23,2,5,1,0
5,80,1,38,3,24,1,1
1,134,1,35,2,21,1,35
10,110,1,32,1,78,2,58
6,98,0,104,2,47,1,54
10,110,1,65,3,1,1,0
4,119,0,255,1,90,1,0
5,80,0,50,3,25,1,9
1,118,1,30,3,8,1,0
6,97,1,65,1,152,1,57
1,30,2,65,1,38,1,180
3,56,0,140,3,49,1,240
9,132,1,38,3,11,1,252
4,92,0,69,3,4,1,0
0,89,2,40,1,16,1,179
7,127,1,39,1,46,2,0
4,18,1,49,1,28,1,0
5,105,1,37,2,12,1,0
4,74,0,80,2,4,1,0
6,94,0,37,10,2,1,33
9,132,0,25,1,9,1,0
4,18,1,49,2,4,1,0
4,18,0,50,2,37,1,70
4,73,0,58,3,31,4,125
4,92,0,180,2,10,4,278
1,134,0,98,3,16,1,31
5,102,0,60,6,6,1,0
3,12,0,50,1,45,1,265
6,97,0,65,3,1,1,0
10,117,0,52,1,46,45,143
10,117,0,52,1,53,45,148
10,117,0,52,1,26,45,113
1,134,0,140,1,51,1,346
1,135,1,30,2,14,1,0
5,101,1,95,3,8,1,62
4,121,1,26,3,43,1,0
6,14,1,30,3,3,1,108
1,32,1,28,2,1,1,0
1,118,1,18,3,2,2,43
0,51,1,45,2,24,1,178
2,7,1,25,2,6,1,13
1,118,1,52,2,2,1,310
1,134,1,30,12,2,1,0
4,18,0,95,2,5,3,119
1,30,1,45,2,3,1,254
5,80,1,23,1,5,3,0
4,92,0,52,1,44,45,131
4,92,0,52,1,34,45,125
4,73,0,63,1,37,45,89
1,32,1,35,2,10,1,0
5,80,0,32,5,5,1,0
1,118,1,50,2,23,1,4
6,95,1,32,10,28,4,142
10,111,0,110,3,3,1,125
1,118,0,222,3,91,2,326
4,121,1,42,2,4,1,0
9,107,0,60,5,27,1,145
1,32,0,80,3,3,1,0
5,80,0,45,3,5,1,0
1,118,1,150,3,3,1,33
1,32,1,50,2,11,1,324
6,90,1,25,3,5,1,0
10,111,0,85,1,51,45,130
11,4,1,30,4,16,1,0
5,102,1,30,5,4,1,0
3,12,1,40,2,96,2,114
4,18,0,50,21,7,1,28
6,97,1,65,2,31,1,336
5,101,0,70,5,33,1,0
6,96,0,225,2,74,1,73
5,102,1,28,1,13,2,0
6,21,0,48,2,38,1,151
1,30,1,22,1,3,1,0
11,93,0,63,1,49,45,144
1,135,0,100,4,22,1,8
10,111,0,40,20,1,1,0
4,18,0,269,1,36,9,167
6,96,1,20,3,1,1,0
5,102,0,50,2,9,3,0
1,32,1,50,2,79,1,5
7,126,0,55,5,2,1,10
10,111,1,39,1,39,1,315
1,32,0,50,1,6,1,0
0,72,0,80,5,4,1,0
1,118,0,65,4,5,1,0
4,2,1,25,4,7,1,0
1,135,1,50,3,26,1,4
6,49,0,55,4,3,1,0
1,134,0,200,3,58,2,163
1,30,1,27,14,2,4,0
1,30,1,25,14,4,4,0
1,30,1,36,5,16,1,0
6,95,1,44,2,11,1,0
6,49,0,47,7,10,1,0
4,121,1,20,3,1,1,0
4,18,0,89,2,4,3,119
5,102,0,42,1,28,45,152
5,101,1,35,2,2,1,0
5,102,1,25,5,4,2,0
1,118,1,60,21,7,2,0
0,42,0,50,1,107,1,235
2,54,1,20,4,70,1,35
11,36,1,55,2,15,1,176
6,97,0,79,5,4,1,0
4,2,0,120,6,5,1,0
1,135,1,35,1,2,1,0
5,102,1,38,3,4,1,0
4,100,0,60,1,143,1,15
4,74,0,55,120,1,1,33
4,85,0,74,1,48,45,126
10,111,0,52,1,31,45,126
10,111,0,52,1,37,45,127
4,73,1,23,5,3,1,0
9,26,1,9,1,11,1,132
4,17,0,65,3,8,1,22
1,30,0,60,2,11,17,359
5,102,0,65,5,21,2,0
6,96,0,38,3,11,1,0
6,122,1,24,3,7,2,0
6,91,0,66,1,16,1,0
1,52,0,80,3,5,1,0
1,53,1,50,3,7,1,0
1,32,1,70,2,3,1,0
0,27,0,60,3,3,1,0
10,111,0,42,1,17,45,126
4,121,1,20,1,5,1,0
2,35,1,30,2,40,1,288
6,98,1,40,2,24,1,28
1,32,0,39,3,6,1,0
4,73,0,70,4,96,2,123
6,96,0,59,3,50,1,310
4,74,1,35,1,1,1,0
5,102,1,30,2,64,1,67
4,74,1,29,20,3,1,0
6,96,0,94,3,1,1,279
1,32,0,60,7,6,1,15
5,101,0,85,5,2,1,0
1,30,1,30,1,22,1,65
4,2,1,35,3,3,1,0
1,30,0,87,3,14,1,4
4,2,0,185,5,38,1,192
10,33,1,26,4,6,1,0
4,2,1,38,2,16,1,0
0,106,1,31,1,83,7,346
1,115,1,28,11,4,1,0
10,111,0,51,3,8,1,37
6,97,1,29,3,10,1,0
4,2,1,46,2,12,1,286
6,98,0,150,3,19,1,0
10,33,0,38,2,53,1,1
5,80,0,70,2,9,2,0
0,42,0,55,3,17,1,35
5,80,1,55,2,1,1,362
5,102,1,23,14,7,1,0
1,118,1,50,2,46,1,162
4,73,1,30,1,29,2,0
1,30,1,39,7,1,1,17
6,96,1,40,3,6,1,0
4,100,0,160,4,59,1,111
6,123,0,249,2,1,1,83
0,130,1,38,1,11,1,320
5,105,1,35,4,22,1,18
0,89,0,65,1,31,1,35
10,117,0,69,30,1,26,4
4,2,0,115,7,13,1,46
5,105,1,42,2,1,1,0
4,17,0,40,5,1,1,0
5,105,0,100,2,59,1,301
1,118,1,22,4,2,1,0
4,74,1,15,4,1,1,0
0,89,0,65,2,27,1,51
4,119,1,42,2,6,1,0
2,54,0,70,2,15,1,0
4,2,1,20,1,38,1,0
11,25,0,85,2,20,1,0
4,2,1,35,3,2,1,0
5,80,1,22,2,19,1,0
5,101,0,60,3,9,1,0
6,95,0,88,4,10,1,0
5,105,1,30,4,21,1,43
1,52,1,30,3,11,2,0
5,101,1,30,7,10,1,0
5,102,1,22,2,15,1,35
1,134,0,98,2,60,12,337
4,100,1,100,3,48,1,0
4,18,1,45,15,5,1,0
11,75,1,40,2,2,1,0
11,0,1,26,1,34,1,58
2,7,1,47,1,4,1,0
4,73,1,37,2,5,1,0
7,87,1,45,4,29,1,0
11,15,0,100,1,2,2,0
5,80,1,31,2,12,2,0
1,118,1,54,3,5,1,0
11,4,0,80,2,11,1,0
5,102,1,58,3,23,1,341
10,117,1,27,2,3,1,0
10,33,1,18,4,4,1,0
1,118,0,77,2,10,1,113
1,118,1,47,2,102,1,24
5,102,1,25,3,3,1,0
4,17,1,35,5,9,1,78
5,102,1,20,4,21,1,0
2,34,1,16,7,5,3,0
1,32,0,42,1,37,45,97
4,73,1,24,2,15,2,0
6,97,1,50,3,83,1,129
1,115,0,115,3,3,1,0
6,90,1,24,1,44,1,339
5,101,1,70,1,14,2,0
4,2,0,75,2,36,1,3
4,2,0,119,1,100,1,154
1,30,1,30,4,9,1,0
1,134,0,50,1,4,1,0
4,92,0,42,1,46,45,136
10,68,1,30,29,10,1,63
4,2,0,90,2,34,6,335
1,134,1,20,5,2,1,0
8,131,0,34,30,5,19,326
1,118,1,58,2,46,1,16
1,118,1,70,2,4,2,0
4,121,0,45,3,10,1,0
5,105,0,44,3,3,1,0
1,32,0,99,2,16,1,0
1,135,0,50,5,18,1,0
4,17,1,40,2,8,1,340
6,14,1,28,1,38,1,43
5,80,1,42,4,50,1,48
4,85,1,79,28,7,1,0
4,17,1,16,4,3,1,0
4,17,1,32,25,3,19,363
5,102,0,60,3,4,1,0
2,54,0,40,7,1,1,0
1,32,0,68,2,6,1,0
1,53,1,45,3,14,2,0
