neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
1,135,1,70,2,8,1,249
4,100,0,59,30,10,1,22
0,130,1,69,3,7,6,365
5,101,1,30,2,63,2,0
5,105,1,30,11,2,1,301
4,18,0,48,32,10,1,303
4,73,1,26,2,5,1,0
1,135,1,39,1,6,1,362
9,1,0,92,1,7,1,311
7,82,1,27,3,20,3,63
6,122,1,50,1,5,4,364
6,122,1,75,1,8,4,365
6,122,1,100,1,5,4,359
6,122,1,250,1,4,4,364
5,80,1,37,3,22,2,22
4,17,1,100,3,1,1,89
11,4,0,80,2,4,1,35
1,115,0,70,1,13,1,0
1,118,1,44,2,13,1,132
4,85,1,30,3,2,2,309
9,1,1,28,1,15,1,170
4,100,1,45,1,12,1,0
4,18,0,100,4,12,1,178
5,102,1,27,15,14,1,0
4,100,0,209,2,84,15,338
2,5,0,50,2,63,1,329
1,53,1,30,1,3,2,0
6,97,1,39,2,5,3,0
4,18,1,40,1,105,1,67
1,53,1,22,2,1,2,0
6,96,0,55,2,2,1,313
0,130,0,35,6,5,1,46
10,111,1,50,2,14,1,35
4,18,1,58,2,18,2,89
4,18,1,70,2,4,2,89
5,102,0,50,3,23,1,0
1,32,0,30,5,5,1,3
5,105,0,120,2,2,1,175
4,74,1,25,2,9,1,0
6,97,0,100,7,1,1,0
5,102,0,95,3,3,1,0
1,32,1,35,3,2,1,0
6,95,0,75,1,69,8,283
10,111,0,64,2,96,1,30
6,97,0,64,1,30,1,5
1,53,1,29,7,5,1,79
5,101,1,25,2,57,2,86
4,85,2,17,1,21,5,173
5,101,0,50,3,1,1,129
4,2,0,40,2,4,1,0
1,30,1,47,3,4,1,0
0,27,1,30,2,4,1,0
5,80,1,30,2,7,1,0
6,90,1,27,1,54,1,58
4,74,1,17,25,5,1,0
1,32,0,70,1,11,2,52
10,110,1,30,1,42,1,106
10,110,1,40,3,57,1,71
4,2,0,90,3,13,2,69
7,83,1,80,3,1,1,45
4,85,2,17,1,16,5,173
9,1,1,25,4,19,1,25
4,85,2,15,15,3,5,180
5,103,2,22,1,31,4,184
1,118,0,45,4,3,1,4
4,100,0,93,60,7,6,279
4,85,2,15,1,10,5,147
6,96,0,50,2,14,1,0
4,18,0,150,4,2,3,125
1,32,0,105,8,14,2,335
0,27,1,40,2,19,1,0
5,102,1,50,3,5,1,51
5,101,1,39,1,15,1,16
1,135,1,50,1,4,1,0
10,111,1,59,2,13,2,364
10,111,1,55,2,8,2,88
10,111,1,62,3,22,1,45
5,102,1,30,1,9,1,4
1,53,1,31,2,25,1,0
0,27,1,30,5,7,1,31
6,95,0,80,2,28,1,323
0,89,1,30,2,152,1,125
6,98,1,50,2,2,1,0
1,52,1,40,2,15,1,283
4,85,2,17,1,15,5,166
0,51,0,180,4,75,1,269
2,6,0,55,2,81,5,0
10,111,0,120,3,29,1,181
1,32,1,35,3,5,1,6
1,118,1,18,14,1,1,35
5,102,1,40,6,3,1,0
10,110,0,34,90,1,3,0
4,2,1,72,2,29,1,172
2,76,1,15,3,1,3,0
4,92,1,24,2,3,1,0
0,89,1,22,1,92,4,136
11,93,0,98,6,2,1,162
2,76,1,33,6,27,2,87
6,94,1,29,1,12,1,298
4,119,1,55,2,4,1,0
6,94,0,48,2,69,1,130
1,135,0,40,7,8,1,0
5,105,1,25,3,11,1,23
4,85,1,25,2,5,1,0
5,80,1,29,3,4,2,138
1,53,1,39,4,17,2,0
10,111,0,40,2,26,1,7
1,32,1,60,3,8,2,0
1,118,1,65,2,7,1,47
1,30,0,60,2,20,1,0
0,44,1,27,2,22,1,19
4,18,0,35,89,4,1,247
5,80,1,30,2,12,1,154
2,7,1,64,1,17,1,125
1,115,0,120,3,1,1,0
1,52,1,45,1,70,2,72
6,98,1,35,2,33,1,54
6,97,1,27,2,3,1,0
5,105,1,40,1,6,1,35
0,27,0,99,1,30,1,94
1,118,0,100,2,3,2,31
5,105,1,30,2,17,3,0
0,89,0,78,3,1,1,0
4,74,1,30,1,34,2,32
8,41,2,12,1,2,1,0
7,86,1,19,1,37,1,306
6,14,0,45,3,15,2,172
1,32,1,60,3,6,1,0
5,102,1,24,1,2,1,0
5,22,0,49,2,4,2,23
1,32,1,25,1,9,1,0
5,16,1,25,7,2,1,0
0,120,1,25,2,2,1,0
5,101,1,55,3,5,1,35
4,2,0,95,1,158,1,307
6,95,0,139,3,22,1,24
10,33,1,45,21,18,2,88
2,6,0,48,2,80,5,0
2,6,0,40,2,106,5,0
1,134,0,49,4,42,1,305
1,118,0,65,4,13,1,5
5,102,0,55,1,16,2,0
5,101,1,85,3,38,1,353
1,30,0,58,3,43,1,84
1,118,1,25,2,7,1,0
1,135,1,35,3,2,1,0
1,52,1,27,3,17,1,7
10,117,0,88,2,71,2,294
5,101,0,75,3,2,2,0
10,117,0,92,2,81,2,272
6,90,1,33,2,5,1,0
5,80,1,40,4,2,1,1
0,79,0,95,1,21,3,311
4,2,0,85,60,1,8,285
5,102,1,24,5,4,3,0
4,119,0,185,2,32,2,332
11,4,1,30,2,19,1,0
5,105,1,40,4,26,1,35
4,119,0,190,2,11,2,106
5,101,1,27,2,2,1,0
0,106,1,40,2,114,1,60
5,80,1,100,1,1,1,241
10,111,1,50,3,23,1,9
4,2,0,90,28,72,1,90
9,116,2,35,1,5,1,35
1,115,1,39,1,119,1,11
1,32,0,60,3,12,2,135
6,122,1,19,2,10,1,0
4,2,1,75,2,60,1,65
5,80,0,80,2,12,1,0
1,134,1,42,3,70,1,92
4,18,1,37,3,6,1,23
6,98,0,177,5,31,1,164
4,121,1,25,2,4,2,0
10,117,1,30,2,23,1,124
1,135,0,50,5,2,1,0
5,105,1,45,2,2,1,0
6,98,1,37,2,10,4,0
9,1,0,45,28,40,1,311
5,105,1,35,2,24,1,305
1,53,0,85,2,17,1,0
11,4,0,55,4,5,1,0
4,92,1,20,3,3,1,0
10,110,1,34,1,22,1,341
4,73,0,70,3,84,1,312
1,52,1,34,2,3,1,0
6,95,0,89,5,5,2,0
6,95,1,33,3,16,1,3
4,2,1,31,5,10,2,15
6,98,0,110,3,5,1,0
10,111,0,130,3,16,1,37
6,91,1,33,1,22,2,154
1,30,1,55,3,1,1,0
0,106,0,120,7,1,1,0
1,53,0,70,4,5,1,0
0,10,0,135,3,2,11,222
0,106,1,20,3,2,1,0
1,115,0,85,1,13,1,328
6,95,0,50,4,13,1,30
1,118,0,45,3,2,1,0
4,18,0,89,5,13,1,43
5,105,0,45,2,21,1,0
10,117,0,69,30,1,26,152
1,134,0,64,4,3,2,4
0,57,0,95,3,13,1,363
6,95,0,97,5,15,1,168
5,80,1,19,10,1,3,0
4,2,0,65,1,17,1,0
6,94,0,150,1,28,1,365
1,134,1,50,1,37,1,0
1,32,0,70,3,26,1,8
5,105,1,35,2,83,2,177
5,80,0,23,1,1,1,0
1,135,1,59,1,1,1,0
1,32,1,25,3,50,1,0
1,118,0,169,2,10,1,9
6,94,0,29,30,11,2,145
4,2,0,83,3,9,2,42
10,111,1,30,3,4,1,0
1,118,1,28,1,43,1,0
6,95,0,68,5,114,3,313
0,120,1,35,2,71,1,70
5,101,0,29,14,8,1,0
1,115,0,139,4,1,1,0
1,32,0,150,2,58,1,6
10,117,1,20,3,4,1,0
1,30,0,50,2,11,1,360
4,18,0,75,60,9,1,0
5,80,1,30,1,5,1,0
4,18,1,50,2,22,1,75
6,95,1,15,2,4,1,0
0,89,1,25,1,19,1,0
1,135,1,20,5,1,1,0
1,32,1,52,2,30,1,13
4,73,0,275,4,9,1,27
5,101,1,28,1,20,1,0
4,121,1,50,4,21,1,44
4,74,0,39,2,4,1,0
4,92,0,35,30,3,17,281
5,80,1,39,2,47,1,326
10,117,0,60,10,10,5,336
0,89,1,36,1,160,1,89
6,98,0,110,1,37,1,291
1,134,0,190,4,29,1,32
4,100,1,25,1,5,2,0
6,122,0,61,1,42,1,298
1,53,1,38,3,1,2,0
11,99,0,90,3,4,1,308
2,7,0,69,4,17,1,298
5,80,0,53,2,82,5,334
0,89,0,56,7,7,1,0
4,74,1,38,2,6,1,190
5,105,0,35,6,8,2,0
4,74,0,190,3,14,1,133
5,105,1,48,1,15,1,0
6,122,1,23,2,50,1,3
5,101,0,60,3,6,1,0
5,80,1,43,3,10,1,55
4,18,0,70,3,61,7,306
1,115,1,38,2,66,1,81
4,73,1,60,2,3,3,9
5,101,0,44,4,1,1,19
7,82,1,25,3,11,3,348
5,103,1,130,2,30,1,175
2,34,2,25,2,30,1,148
6,90,0,80,2,31,1,80
5,102,1,25,1,31,2,316
0,42,1,40,3,38,2,21
2,76,1,30,1,2,1,0
5,102,1,50,2,11,1,9
1,135,1,25,6,3,1,0
5,102,1,35,4,9,1,0
6,98,0,85,3,13,2,0
1,52,0,60,30,1,1,63
4,2,0,90,2,8,1,0
1,135,0,75,3,3,1,0
1,52,1,35,4,6,1,0
4,119,0,110,1,27,2,0
4,92,1,40,3,5,1,33
4,17,1,40,2,33,1,76
4,100,0,159,1,146,1,106
7,128,1,54,3,6,1,22
6,97,0,69,1,5,1,18
0,72,1,40,2,21,1,11
5,101,1,38,1,126,1,0
0,10,0,78,2,18,1,313
10,111,0,82,56,8,2,310
4,92,1,35,2,2,1,0
6,14,1,76,1,9,1,359
6,98,1,55,2,21,1,35
6,95,0,49,3,6,1,0
1,118,0,120,2,77,1,208
1,118,1,30,4,3,1,0
7,82,1,25,3,15,3,351
4,18,0,70,3,55,7,326
6,94,1,33,2,80,1,0
5,101,0,40,3,84,1,141
6,94,1,35,1,125,1,28
1,118,1,50,1,9,3,57
6,98,0,50,30,11,5,292
4,2,2,30,3,1,1,0
6,98,0,64,3,4,1,10
4,2,0,150,2,10,1,268
1,30,0,55,2,80,1,216
1,115,0,110,3,9,1,293
1,30,0,65,2,19,1,46
1,30,0,45,1,8,1,279
1,32,1,25,2,3,1,0
10,111,1,25,7,8,1,96
6,94,1,40,1,5,1,0
1,134,2,25,1,15,1,82
0,89,1,29,1,1,1,279
6,94,0,59,5,1,1,0
10,68,0,75,1,1,1,0
10,110,0,90,2,29,1,30
10,117,1,58,2,26,2,66
4,18,1,35,20,9,1,334
6,98,1,39,3,115,1,56
5,105,1,35,1,3,1,0
4,2,0,165,4,47,7,107
5,101,1,35,4,1,1,0
1,118,1,40,1,1,1,0
10,111,0,80,1,1,1,220
1,134,0,47,10,1,1,0
11,11,1,22,6,8,1,0
5,102,1,50,3,13,2,0
4,92,1,35,2,1,1,0
1,118,1,35,2,27,2,0
7,86,1,30,1,14,1,341
4,92,0,35,3,2,1,0
6,91,1,35,2,15,1,4
10,110,1,25,2,24,1,0
1,32,0,104,2,76,1,0
1,118,1,59,5,8,1,7
4,121,1,19,3,1,1,311
1,118,1,51,2,109,1,97
5,102,1,20,2,3,2,0
4,74,0,35,12,17,1,0
4,2,1,25,1,14,1,0
1,118,1,45,2,8,1,0
1,32,0,60,3,11,1,4
1,30,0,40,2,9,1,0
11,8,0,70,3,25,1,284
0,89,0,98,4,43,2,273
1,118,0,90,3,7,1,0
5,102,0,100,1,4,1,0
4,119,0,65,4,2,3,256
1,118,1,29,2,16,1,0
1,118,1,95,5,7,1,28
6,49,0,34,60,5,3,258
9,133,0,24,4,28,1,230
4,2,0,65,7,10,4,339
1,134,1,30,2,1,1,0
6,97,0,300,3,21,2,156
6,94,1,29,3,40,1,359
2,7,1,14,15,11,2,0
1,118,1,20,2,2,4,0
4,18,1,29,1,198,1,45
9,107,0,95,2,63,1,337
1,135,1,20,7,2,1,0
10,117,1,45,1,2,1,0
1,118,1,35,2,57,1,123
1,134,1,30,3,35,1,0
0,79,0,51,7,4,1,112
1,134,0,80,4,1,1,0
6,95,0,75,3,3,1,0
10,117,1,25,2,1,2,0
6,97,0,45,63,1,4,256
10,111,1,60,4,7,1,0
0,27,0,60,4,14,1,60
4,2,0,119,60,43,1,258
4,2,0,63,7,8,4,342
4,2,0,63,7,10,4,324
4,2,0,99,6,6,1,63
10,117,0,69,29,2,26,75
5,80,1,35,2,45,1,0
6,95,1,42,1,86,1,25
4,85,0,70,2,1,1,328
5,101,0,110,3,1,10,80
5,105,1,20,1,1,1,0
0,42,0,100,2,20,2,301
1,53,1,70,2,3,1,0
7,125,0,90,5,12,3,8
5,101,1,25,8,7,1,0
6,97,0,75,2,19,1,4
6,98,1,29,3,85,1,33
4,18,0,115,12,10,1,0
7,86,1,20,50,4,1,220
5,105,0,45,1,2,1,0
10,117,1,25,2,3,4,0
8,37,1,25,2,47,2,198
1,118,0,60,3,53,2,205
10,117,0,50,1,1,4,0
4,73,0,227,3,25,16,111
5,80,1,22,2,6,1,0
8,37,1,25,2,33,2,176
1,32,1,50,2,32,1,0
0,24,2,20,1,29,1,309
4,74,1,30,1,6,1,0
7,86,1,35,2,54,1,87
4,121,1,22,1,1,1,0
5,80,0,40,3,13,1,0
1,118,1,42,2,106,1,330
10,110,0,38,60,1,2,250
4,73,0,229,3,18,16,149
6,97,1,45,2,87,1,21
4,2,0,65,6,44,1,43
1,118,0,77,2,31,1,11
0,79,2,20,1,37,5,282
4,85,1,17,14,1,1,36
5,102,1,30,5,4,1,73
6,98,0,65,4,35,1,210
4,2,1,40,2,15,1,2
4,121,1,23,2,145,1,19
6,97,1,39,7,15,1,11
6,95,2,55,2,12,1,175
5,101,1,20,4,12,2,0
6,95,0,38,4,4,2,0
10,33,1,38,6,19,3,107
5,102,1,30,2,14,1,333
10,111,1,35,1,11,1,279
4,73,1,30,2,2,1,0
6,49,0,69,5,9,1,0
6,98,1,35,2,3,2,110
1,52,0,70,2,154,1,294
6,95,0,90,5,4,1,0
0,89,1,45,1,143,1,31
4,74,0,125,2,140,8,181
1,118,0,80,3,1,1,0
1,134,1,15,3,1,1,0
1,134,1,36,3,18,1,14
11,40,0,55,3,14,1,12
5,101,0,179,3,91,9,84
5,105,0,279,4,12,9,94
5,102,1,24,30,3,1,42
10,111,0,96,3,14,1,34
4,100,1,42,1,104,3,21
11,8,0,24,5,21,1,320
4,74,0,125,2,109,8,193
6,98,1,35,7,3,1,0
4,18,1,33,1,30,2,144
6,95,0,60,5,15,1,12
0,120,0,90,3,30,1,158
4,74,0,100,2,129,8,185
1,115,0,75,7,7,1,9
4,74,0,100,2,134,8,176
1,30,0,67,4,6,1,12
6,97,0,134,2,1,1,0
5,80,1,35,2,4,2,0
5,80,1,35,3,17,2,166
5,105,0,90,7,2,1,364
5,105,0,79,1,14,2,2
0,51,1,50,2,1,1,52
4,121,1,35,1,19,1,0
4,18,1,16,4,19,1,0
5,105,1,84,4,26,1,89
2,76,0,50,2,1,1,107
1,30,1,30,2,38,1,20
1,32,0,150,5,1,1,0
0,129,0,45,2,1,3,0
0,51,0,62,3,3,1,0
5,101,1,32,3,50,3,130
4,2,0,50,2,11,1,104
5,80,0,60,3,3,1,0
6,90,1,19,3,1,1,0
4,85,0,38,4,2,1,0
1,118,1,51,2,24,1,0
5,80,1,45,3,6,1,0
4,2,1,30,1,33,1,106
4,92,0,35,30,5,17,300
4,74,0,150,2,115,8,180
1,135,0,128,3,3,1,0
0,89,1,25,2,10,1,0
1,32,0,60,2,2,1,0
1,135,0,115,1,151,4,275
10,110,1,39,6,5,1,279
6,49,0,60,3,2,1,0
6,96,1,30,2,55,1,26
1,118,1,50,2,14,1,2
0,129,1,25,3,4,2,0
10,111,1,30,4,8,1,0
6,96,0,67,2,15,2,125
1,135,0,55,5,4,1,0
4,119,1,54,1,29,3,313
6,49,1,24,2,8,3,0
6,98,0,80,1,38,9,344
6,98,0,80,1,2,1,0
6,98,0,60,1,46,9,338
5,101,1,150,3,13,2,0
1,115,1,8,1,44,4,0
6,98,0,80,1,7,9,0
6,98,0,50,1,37,9,329
6,98,0,80,1,23,9,323
6,98,0,50,1,48,9,304
6,97,0,80,1,64,9,305
6,97,0,60,1,58,9,335
1,118,0,120,2,13,2,94
6,95,1,55,5,8,1,159
10,117,0,40,1,149,1,256
11,4,1,25,4,1,2,0
10,111,1,30,2,60,1,57
0,57,0,265,1,39,5,179
0,79,2,20,1,39,5,270
1,30,0,58,3,26,3,273
4,121,1,23,14,1,1,0
1,118,0,60,3,7,1,0
2,76,1,30,2,3,1,201
5,101,1,54,4,6,1,2
10,111,0,50,4,2,1,0
4,92,1,30,10,9,3,28
4,18,0,30,60,3,1,83
10,117,1,18,1,12,1,0
5,101,1,30,3,6,1,0
6,98,0,57,2,20,9,316
1,32,0,72,7,22,1,81
1,32,1,39,4,13,1,0
2,76,1,45,2,73,1,52
9,107,1,26,1,40,1,6
6,96,0,55,4,12,1,0
5,80,1,30,2,6,3,0
1,118,0,65,1,38,1,332
1,32,1,26,3,5,1,31
1,115,0,55,10,3,1,0
7,127,1,25,1,84,1,0
5,102,1,28,2,15,2,0
0,27,0,140,2,10,1,89
4,18,0,90,2,54,12,57
4,2,0,150,3,1,1,0
1,135,0,80,9,2,1,0
5,102,0,90,2,3,2,42
1,32,0,81,3,16,1,0
11,84,0,30,7,4,1,0
6,97,0,45,3,7,1,0
1,53,0,200,2,27,1,15
10,111,1,60,2,2,1,0
6,122,0,79,3,4,1,0
1,30,0,30,3,1,1,0
4,85,1,40,1,1,1,0
5,101,0,60,3,2,1,0
5,80,1,40,3,5,1,0
10,63,1,30,2,5,2,72
6,98,0,70,2,15,2,0
6,97,1,37,3,11,1,0
1,30,1,30,10,2,1,76
10,111,0,25,180,3,3,254
5,102,1,50,3,13,1,0
1,52,1,58,2,1,1,0
6,98,1,25,2,2,2,0
6,95,0,43,2,1,1,0
1,115,1,47,3,3,1,0
1,32,1,38,2,8,1,0
4,18,1,40,1,26,1,304
5,101,1,36,3,36,1,43
4,85,1,39,14,53,1,30
5,101,0,90,3,8,1,0
5,80,0,90,2,18,1,352
1,32,0,60,1,1,1,0
0,89,1,19,1,4,1,0
2,31,0,30,1,2,1,0
5,80,1,28,3,5,1,0
5,101,1,29,2,13,1,0
1,30,1,45,1,3,1,21
10,111,0,40,2,12,1,24
5,101,0,25,4,2,1,0
6,96,1,30,2,2,1,0
1,32,0,75,4,13,2,0
6,97,0,55,2,9,2,0
4,2,1,75,3,4,1,0
11,25,0,55,2,4,2,0
6,94,0,50,2,12,2,0
4,2,0,65,1,2,1,42
2,7,1,50,2,4,1,66
1,115,1,20,3,79,3,4
4,119,1,21,7,1,1,0
4,18,1,49,2,48,1,220
5,101,1,20,3,1,1,0
5,102,1,39,5,1,1,0
1,135,0,58,14,8,3,118
1,118,1,85,20,23,6,23
6,49,1,98,3,45,1,83
1,134,1,85,2,11,1,0
1,118,1,34,119,7,6,185
6,49,1,23,1,57,1,0
6,98,0,83,3,71,2,19
5,101,1,30,5,9,1,0
5,101,1,28,1,7,1,0
1,32,1,97,2,2,1,0
5,102,1,37,3,20,1,68
4,18,0,50,6,1,2,0
4,85,1,39,2,13,2,53
5,101,0,85,5,44,2,319
6,49,0,60,2,47,1,284
10,111,0,90,5,2,2,0
4,2,1,32,1,5,1,0
6,94,0,120,3,3,1,0
4,74,1,30,1,4,1,0
4,18,1,23,2,7,1,0
5,80,1,35,3,1,1,0
4,92,1,39,4,14,1,0
6,94,0,55,4,2,1,0
10,111,0,50,2,7,1,303
0,72,2,20,3,22,1,0
1,52,0,85,7,2,7,303
5,101,0,80,3,3,1,0
1,32,1,47,3,26,1,54
5,101,0,130,2,4,1,355
1,135,1,30,3,4,1,0
6,94,1,45,1,108,1,11
1,32,1,35,7,2,2,0
0,44,1,25,2,56,1,35
6,49,0,89,5,7,1,0
11,4,0,32,2,11,1,16
4,2,0,49,11,25,1,11
6,98,0,90,2,3,1,279
4,2,1,27,3,8,1,0
1,32,0,60,2,7,1,9
1,32,1,44,2,7,1,85
0,79,0,45,7,2,1,0
6,94,0,103,2,19,1,0
10,111,0,55,10,4,1,3
4,74,0,50,5,16,1,9
5,59,0,49,2,41,12,303
0,42,0,66,180,13,1,47
1,118,1,60,2,10,1,0
6,97,1,30,2,2,1,236
4,74,1,50,2,14,1,17
9,1,1,26,55,1,1,337
1,118,1,60,5,3,1,0
4,2,1,30,1,1,1,0
4,119,1,30,3,22,1,0
4,85,0,52,5,27,1,2
4,2,2,19,1,44,43,84
4,85,0,79,2,7,1,126
4,2,0,180,1,111,6,35
5,16,1,18,2,4,1,0
6,95,0,79,50,5,1,0
5,80,0,53,2,78,5,337
11,4,1,27,1,53,1,30
4,2,0,75,3,6,1,0
6,98,0,145,3,7,7,0
9,132,0,105,3,11,1,41
4,18,0,115,1,53,4,244
11,11,1,40,3,4,1,0
6,97,0,81,2,7,1,0
6,95,1,16,2,1,1,0
11,25,1,30,2,42,2,189
1,134,1,30,3,1,2,0
5,101,0,100,3,1,1,0
5,80,0,56,2,49,2,147
11,4,1,50,3,3,2,0
5,38,1,48,1,1,1,0
1,32,1,45,20,2,1,330
0,27,0,45,2,4,1,0
10,111,0,52,1,12,1,0
1,118,1,50,2,1,2,0
10,111,0,180,2,2,1,338
4,85,1,60,3,8,1,253
5,102,1,30,1,40,2,85
1,115,0,95,2,14,1,28
2,7,0,49,5,3,1,0
5,80,1,25,10,17,1,358
4,85,0,1050,2,2,1,364
5,101,0,89,3,23,1,0
6,49,0,64,10,16,2,0
1,32,0,65,1,30,1,0
2,7,1,30,2,75,1,24
1,115,1,40,3,90,1,283
1,32,1,39,2,3,1,0
1,118,1,39,3,8,1,0
1,30,1,39,2,50,1,290
9,116,0,65,5,3,3,41
0,106,1,25,7,6,1,92
5,102,1,40,2,14,1,0
4,121,1,27,3,2,2,0
5,102,1,20,2,7,1,23
1,30,1,26,5,1,1,0
1,118,0,99,4,73,2,318
10,110,0,1250,1,5,3,364
4,18,1,24,1,18,2,129
11,84,0,60,1,6,2,0
5,80,1,70,1,1,1,0
2,31,1,80,10,3,2,0
11,4,1,50,1,1,1,0
8,114,0,33,30,3,19,319
2,6,1,15,1,7,2,0
11,4,1,70,3,3,1,30
6,90,1,29,2,34,1,0
7,83,0,80,3,7,1,71
1,118,0,35,14,1,1,0
6,98,1,50,2,30,1,46
1,53,1,30,1,19,2,98
2,76,1,20,3,2,1,0
6,96,1,35,1,85,1,310
0,129,0,320,2,12,1,319
4,18,0,249,1,76,9,122
6,98,0,39,2,19,1,5
1,32,0,49,3,15,1,172
6,94,0,35,1,1,1,0
1,32,1,17,5,4,1,0
0,42,0,45,5,2,1,0
11,4,1,28,2,22,1,0
6,14,1,40,1,3,1,31
9,116,0,55,2,38,1,226
6,90,1,28,3,8,1,302
5,102,1,25,3,5,2,247
4,73,1,70,1,136,3,302
6,91,1,19,1,2,1,0
1,134,0,98,2,57,12,332
6,49,1,80,2,5,1,88
6,97,0,70,3,51,1,57
4,17,1,20,3,5,1,0
1,115,1,50,2,32,1,11
1,118,2,100,2,12,1,49
1,32,1,50,7,1,1,0
1,118,1,35,1,1,1,98
5,102,1,25,1,7,1,0
1,135,0,40,3,11,1,0
0,79,0,27,26,5,1,37
4,2,0,185,3,1,1,168
1,30,0,45,61,5,1,156
1,118,0,80,6,2,1,0
1,52,0,74,3,2,1,0
11,60,1,29,1,63,2,342
0,27,1,25,1,31,1,285
0,72,0,65,2,58,1,8
2,35,2,15,1,10,1,0
1,32,0,70,2,10,1,4
10,110,1,40,2,4,1,0
0,27,0,33,30,6,17,348
1,134,0,90,2,6,1,52
1,32,1,45,2,47,1,0
6,122,1,35,2,49,1,64
1,32,0,120,1,137,6,47
1,135,0,46,2,9,1,0
6,95,1,35,1,13,1,0
6,94,0,52,2,11,1,0
1,118,1,35,2,24,2,330
1,134,1,36,2,2,1,164
6,112,0,80,2,45,1,363
0,79,1,60,2,14,7,80
1,32,0,48,5,6,1,0
4,85,1,30,3,52,1,0
0,120,0,90,3,25,19,333
4,2,0,90,3,5,1,0
5,101,1,35,3,10,1,0
10,110,0,40,5,15,3,273
5,101,1,35,25,5,1,62
1,30,1,35,2,4,2,0
4,17,0,27,2,1,1,0
6,98,1,28,1,84,1,85
6,97,1,50,5,12,1,65
6,91,1,35,3,4,1,281
4,2,0,70,3,11,1,305
4,85,2,17,2,10,14,328
0,79,1,170,1,15,7,32
4,18,1,30,1000,1,1,88
4,17,0,80,3,2,2,0
6,49,0,40,14,7,1,0
5,59,1,21,3,11,1,0
10,117,1,19,7,1,1,0
10,111,1,90,5,1,1,29
4,73,1,37,2,43,1,30
9,107,0,59,5,27,1,17
9,1,0,60,4,4,1,0
11,25,0,98,3,34,1,28
2,76,1,35,2,22,1,297
1,53,0,95,4,67,1,335
4,18,1,16,1,118,1,13
1,118,0,37,4,39,1,0
6,122,1,30,5,1,1,58
1,134,1,35,3,2,1,0
10,110,1,39,3,11,1,0
6,94,1,42,3,12,1,98
0,39,0,65,30,5,1,0
0,51,1,50,3,3,1,4
5,80,1,25,3,20,2,20
5,101,0,80,2,19,1,0
1,135,1,29,4,6,1,0
1,134,0,94,2,42,12,338
1,115,0,40,5,7,1,0
5,105,1,30,3,8,1,318
4,17,1,45,1,1,2,0
4,17,1,34,3,16,1,52
9,107,0,26,60,2,7,280
7,127,1,15,1,30,3,0
4,119,1,45,1,49,1,82
4,2,0,150,5,22,1,73
1,135,0,140,5,1,1,25
1,134,0,140,2,110,12,280
1,134,1,25,3,2,1,0
5,102,1,30,3,1,1,276
6,96,0,75,1,16,1,0
1,118,1,23,2,125,1,24
6,98,0,75,7,4,1,0
6,96,1,28,20,1,1,0
1,118,1,60,2,7,1,0
1,32,0,43,7,3,1,0
5,102,1,18,2,4,1,0
6,49,1,32,15,2,5,276
0,44,0,69,1,47,1,145
1,32,0,48,2,17,1,0
1,32,0,80,5,5,1,0
1,32,0,55,5,7,3,0
5,101,1,45,2,16,1,0
4,2,1,59,2,144,1,48
1,32,1,20,3,6,1,0
1,115,1,30,1,39,1,0
4,2,0,59,1,88,9,134
5,102,0,65,3,16,1,0
4,2,0,80,4,55,5,223
10,111,1,25,2,39,1,1
1,32,0,45,3,1,1,0
1,32,0,43,2,3,1,0
1,134,1,60,2,25,1,90
4,121,0,40,2,2,1,309
1,30,0,60,1,2,1,0
1,32,1,40,4,9,1,0
1,32,1,38,1,20,1,0
1,118,1,45,2,2,1,137
10,117,0,885,2,5,9,286
6,91,0,30,3,3,1,0
10,111,0,100,6,11,1,0
6,98,1,39,3,20,4,3
1,52,1,61,2,19,1,76
5,103,1,20,1,35,4,108
1,30,0,90,3,2,1,7
1,115,0,133,5,49,16,155
1,134,0,98,2,60,12,297
4,92,1,55,2,13,1,85
5,101,0,50,7,1,1,0
1,52,1,52,3,41,1,244
6,96,1,30,2,30,1,10
6,97,1,45,13,3,1,0
1,134,1,71,2,1,1,0
11,11,1,32,3,112,1,30
4,73,1,15,6,2,1,0
1,32,1,25,4,1,2,0
4,2,0,49,2,25,1,168
6,49,1,32,10,2,1,219
9,88,0,85,5,2,1,0
6,98,0,80,3,5,3,0
0,57,0,58,1,87,1,101
1,30,1,80,3,3,1,83
5,80,1,26,2,20,1,0
5,101,0,99,4,10,1,0
1,32,0,75,2,17,1,0
5,102,1,18,1,8,1,0
1,32,0,84,6,7,1,0
4,2,0,160,3,59,3,0
4,2,0,240,2,72,8,27
1,135,1,50,3,74,1,76
6,14,0,69,1,70,1,345
4,74,0,55,3,37,1,233
4,2,0,155,2,53,8,33
1,52,1,25,3,15,1,0
1,115,0,85,3,6,1,35
2,76,1,40,2,49,1,19
0,108,0,80,2,3,1,364
0,51,0,61,1,27,1,17
5,80,1,30,2,15,2,134
2,76,0,40,1,22,2,0
5,102,1,26,2,53,2,23
9,62,1,35,1,5,1,0
10,117,1,40,3,44,1,165
4,17,1,30,3,17,1,0
6,49,0,85,2,5,1,4
0,79,0,48,10,20,1,285
1,134,0,75,2,8,1,0
4,2,0,240,2,60,8,31
4,2,0,155,2,40,8,34
6,95,0,50,2,5,1,0
